8911	2021	5314	7793	9618	4687	5301	1	6872	3450
1187	8244	3272	1354	5077	1894	2545	3304	5648	8042
2508	9389	4925	2367	595	3011	1498	4518	45	9776
507	2105	7171	1659	8773	2317	5340	8314	9982	9143
8046	3868	9626	7721	2634	9986	2268	3237	2720	3713
4819	3470	8183	6219	8494	4388	4972	1007	995	2767
7056	2565	1423	6890	7325	7194	1770	4344	68	250
1154	6496	8417	5548	2770	243	1891	4836	8381	6943
7729	3056	4493	8998	1227	5834	163	965	4513	6079
3087	6280	340	2782	387	5137	2166	3980	624	9866
8633	248	221	4964	1084	4292	1298	6091	91	7182
9488	7008	4345	7932	8851	608	6088	302	901	5619
8519	6212	7598	4383	7568	8688	4188	2654	8906	1823
9874	8317	7270	4420	1079	4472	7965	4753	7655	4727
6209	6780	9577	9566	6941	5002	5745	8536	4942	3193
1695	2172	7092	368	949	9582	8750	4269	2243	9083
6235	4761	6969	6106	6466	3212	6209	2418	3916	275
4088	1219	2433	9900	699	7885	7575	4705	3956	2775
28	347	7933	274	7822	8151	5587	7474	5244	837
3546	1377	8004	8239	4455	4507	9267	9353	9095	1928
1726	6161	2007	9986	7337	809	8497	3395	4684	4328
3813	837	2674	9668	9739	7133	4890	5131	2791	9017
7537	2642	625	7349	9327	3322	2127	3310	5589	968
3673	6717	1487	6874	4804	8838	8677	1559	9878	4047
9268	9041	8297	6352	7449	6581	5112	5223	3153	2319
4506	2058	9331	7159	5872	699	1020	4197	4387	3997
8726	1745	2706	5797	9848	6387	1152	718	9247	7135
748	1560	9641	5236	7853	7409	9963	8790	5573	8456
3711	5507	8169	7876	4183	3697	8208	8606	4304	1542
4053	6623	3259	3540	7921	5133	1024	2553	3450	3334
7481	8469	8672	989	2785	691	373	7378	9743	4732
1071	1485	2735	1164	404	1400	6006	8811	881	5506
2645	6948	8445	729	902	3591	1420	9121	8053	4037
7468	9176	4376	9799	7524	1670	9358	4902	6137	1406
6614	9428	7288	6173	9947	3108	2987	797	5815	4795
8831	8854	4777	9527	5504	3838	8494	3303	6602	4723
6610	3630	269	7044	8028	7610	5755	3154	9941	9283
1264	5076	7273	9231	9558	8969	3609	8214	6373	280
420	5211	8356	928	469	8032	5173	2424	6749	1933
586	8559	1530	8765	9618	9113	4184	6633	7379	2836
2857	983	9190	7971	7595	504	92	2865	940	9267
3150	4003	8424	9778	6339	6003	6550	4921	6685	9489
4429	2074	8392	8467	775	9176	8950	3368	5312	838
2047	4863	8423	1861	1000	5661	1501	3118	7557	8008
7742	6634	5120	6544	1313	7042	4522	3903	9433	6277
3556	2288	8617	5606	189	5164	6698	7245	5627	7841
5782	5809	1150	2829	2759	9330	3255	484	4286	4931
9578	8572	6760	4551	2866	683	6912	5782	3659	1416
5882	275	6911	7522	6807	726	5613	2623	4068	4325
5833	4408	2797	3627	2905	1854	2802	5364	5533	4354
2932	513	4215	8509	6396	2795	8752	8599	5521	7241
7889	1198	291	8635	429	9526	9705	9479	5057	7986
763	3589	6232	1122	4259	5191	5224	3811	6626	25
9952	529	3159	1641	8302	1285	8363	6860	6700	333
3634	6234	4882	3918	5840	1078	8898	975	2012	4017
35	7575	4571	5544	316	442	5541	5125	2803	9004
2994	8991	2540	4149	3477	2551	1497	3577	7635	7219
116	2578	221	7257	3992	7053	6204	3843	3113	873
4014	9549	322	600	6490	6422	1255	9477	8080	7851
4053	6334	8709	7070	3885	6360	4668	6957	1560	3118
849	4715	2195	4329	4674	5596	5578	7077	3597	6022
4946	2860	3983	7314	8737	3716	5280	7337	1310	7567
476	6308	8786	3925	6667	8889	7693	2721	8559	7159
4027	7151	1137	6665	7787	9305	240	9659	3526	1061
4242	8747	5425	6963	7336	397	685	7436	1179	4759
9448	676	5396	7433	3316	2816	3943	9801	1341	1888
1069	3261	2719	1472	1485	1489	9504	8931	7026	147
140	2658	489	5591	5828	8707	7777	5679	9164	5991
5454	203	3811	8416	2963	7541	3575	2192	7078	182
8773	2201	3574	4203	2261	1087	7583	1976	1574	4304
9299	9608	3684	4918	2092	1304	4703	1798	2213	2575
3162	1552	64	1072	1249	4954	8935	3280	3157	8741
7747	6508	9252	1528	9452	7837	4182	6492	3518	9701
6186	2482	2689	7600	2479	5950	4539	9855	7982	6752
4770	2627	4677	9129	3470	2525	3958	8342	7811	1999
8102	621	8424	8971	8611	1070	7190	2678	467	6115
9612	2757	3386	704	2557	8686	1917	9381	8807	8429
8988	5832	2254	5199	2939	5646	8282	9302	9426	4241
5605	8526	9272	6210	2215	5030	1148	478	4049	4680
975	2188	9156	2936	7561	7478	3183	5029	6428	3045
9636	5285	3048	7015	3336	2008	5128	3786	4726	9851
4059	4728	7665	7269	869	413	3927	6173	4013	513
4571	8744	91	5586	1269	7157	3809	3599	1259	9284
2545	5330	3632	7575	6887	259	8079	1679	3319	1479
4440	1512	7658	7483	8768	4935	2661	1344	4843	6293
9212	8865	959	7366	7720	1847	4559	9774	3060	9615
5975	7134	415	2058	8161	7755	5929	6317	4229	1148
9336	2410	7780	4229	9489	8335	8648	3551	2436	3346
6753	3208	404	1066	7932	6357	2685	7641	6210	910
9005	8758	2872	3657	2801	4439	7702	3263	6809	7687
8114	5834	8877	5751	3489	5025	6542	4036	1908	3194
8270	9506	1085	5870	3114	4810	1060	733	7270	4883
5004	1366	6026	1299	7170	5360	4330	393	4184	7813
6100	4094	3289	7034	9342	288	3944	4235	2632	9822
9812	5242	4677	5496	5377	5278	7275	6077	2500	9374
4344	7412	118	1391	6623	9713	2710	4728	4721	8540
8247	9386	1999	5999	2002	7580	2669	4699	3785	5490
6317	1457	7607	655	137	4555	8164	9634	3903	9051
7227	5124	7807	5434	9405	4852	1176	5610	3537	9596
8742	1781	6278	7477	5610	7282	3474	1527	2837	9257
1039	8591	3384	881	3104	4147	862	6630	9575	636
1536	9141	5586	2159	7470	3661	4008	7645	8775	7274
7980	4384	1760	6304	5426	7211	1521	3708	1196	7557
4410	512	6932	6499	3091	5453	2205	1669	7460	2070
5362	2398	2768	1832	9635	4553	9624	3452	7883	1912
6758	3095	3428	9772	3465	3259	367	8493	7302	5497
2382	7980	9803	7498	601	4895	2384	9562	5771	8915
970	6652	1513	9917	9906	6538	5595	7844	5243	2472
8022	7217	6655	6515	6184	639	2907	4940	1490	1324
4268	7781	7125	9853	711	8924	9420	7128	8678	9671
3078	5287	4921	9665	3880	3519	3563	9113	9751	6150
5296	3923	7754	5327	5672	9935	5524	9282	671	4708
2592	7053	3351	4137	3376	1203	8	3220	1906	2352
7539	5081	3428	6998	5353	1805	9982	7967	2669	2799
7300	5398	8993	7601	7438	7545	8886	1024	3765	920
6190	7977	6820	9692	2992	1711	3021	6666	1640	3999
4949	5662	5937	852	6924	7179	752	308	3172	7646
3145	3969	1597	5332	9427	6649	4249	9168	5721	7328
2599	5653	5473	1473	881	7764	5159	2121	9319	294
2153	1664	2098	9008	6928	1705	6326	3960	1386	6274
7000	6718	9192	7843	8762	6654	6192	8969	2262	1928
2501	1212	3264	4919	6924	758	7920	9032	5691	9809
7671	9785	1422	1521	5930	7105	9211	6126	3432	6430
1152	7206	4257	4408	5187	8680	9055	5815	1419	5482
6000	3360	9640	6772	7471	2965	7348	7080	4200	9727
4842	2697	3455	320	6746	4740	9188	1759	1390	1295
2247	6973	6258	8959	6183	7114	6882	8808	4782	7176
8395	9301	5680	9672	939	5399	8714	2773	7085	2445
4629	2915	3232	5277	1265	1189	6810	2002	3663	5301
5030	1146	8324	4964	7122	2098	3167	7167	86	9825
5651	4494	9505	3343	9353	9332	9684	8668	3845	8370
825	3587	7837	2739	6918	8172	5302	5849	6922	1970
5039	8820	2606	9333	8289	2602	8651	5271	1468	6380
152	3242	7175	9137	6205	5175	3987	9064	1967	4495
4657	5630	8657	3263	2712	451	8942	326	7953	6927
806	2999	9761	3743	7545	2900	3485	7150	3720	6964
8057	9179	4686	4870	7255	3776	7980	5680	5887	5940
4062	3802	9424	4619	5574	5066	4222	6214	4660	9590
5485	5346	4100	5680	2513	5098	7825	6745	9142	8700
3384	7191	2379	3098	8157	7233	8954	6015	5785	7447
5751	6552	7283	7552	9773	2286	6675	4216	8864	1944
2809	400	3700	6519	3506	7861	3941	8652	5214	8047
1988	8385	7416	5015	832	7771	6043	1242	5343	9043
2238	1951	1934	1541	5299	9944	9361	4971	2274	2162
8603	5647	3582	2442	1704	3465	6099	7820	3362	5591
938	2710	4190	6221	5506	7927	8493	1819	5719	7385
2008	8316	6268	3829	4004	9318	1067	6208	2234	3139
9649	9330	3613	6774	8688	2492	7460	4506	5520	7351
2260	9591	6808	3590	2421	6419	3357	3863	8299	3614
1528	7313	597	8592	5453	7175	8839	3107	2912	197
555	7431	9144	1643	2942	9308	150	9740	3364	7376
9168	4248	8057	1668	3260	6092	3936	1582	6193	5841
760	384	897	7073	1890	577	5609	7487	1714	8162
821	649	8768	2267	20	492	5101	8564	1063	160
3934	6872	8695	2696	5415	1674	7509	871	1663	8628
1050	4	7389	4584	7102	6456	6795	124	3956	233
5737	4300	3715	6722	445	9073	6284	877	5674	9630
6523	3803	9540	5860	5748	5831	3220	8801	7206	798
5287	8753	8230	2438	5852	3198	3850	2254	1130	1344
8375	5578	6313	7741	1576	7876	9783	4872	8327	6258
4604	9330	1930	1445	117	7532	9526	2065	3237	8829
8736	4216	2099	9731	9426	3359	4214	6431	5472	7684
5863	4895	3726	2030	5184	6102	8056	3387	1485	1175
9132	4482	4817	240	5008	8514	7464	4000	7083	5717
1012	2606	74	8882	9806	6683	383	1734	7812	7086
3411	1931	6166	6342	5895	1634	5679	3931	5496	5404
1831	7263	532	9578	8813	1361	2385	72	5323	8331
3872	9023	6774	8906	957	9476	6187	3064	8038	4758
3797	5288	3089	92	4207	4542	939	7399	7830	1721
8286	206	6045	8109	7211	2709	915	2702	7306	9248
4557	5945	2231	9828	1223	5107	7335	5745	1594	4079
941	5455	879	6274	9337	4139	2204	654	7269	2406
7338	9505	4684	7705	1844	6416	128	1889	2934	6176
7894	4021	9859	8039	7764	6178	4080	4687	6569	5034
3423	8375	5223	1504	4966	5124	3910	1246	8754	9907
4064	1658	4385	9600	3627	1221	4147	9682	3158	2559
7535	2929	7943	2129	5200	2762	835	6056	6703	6102
8144	2029	1545	6072	17	4732	6817	7293	521	8944
2265	3549	1482	8868	5008	1698	175	9814	8879	9355
3792	5772	7380	3013	1832	6491	145	6160	404	873
4988	2628	765	3680	499	990	2842	9202	1662	6328
1914	9429	1400	4366	7379	8990	2127	891	763	9896
433	7441	585	9432	6104	2034	2399	9841	6038	7663
8042	8038	8233	8843	9848	6677	1954	8732	8631	1473
1987	9387	674	1340	5942	7419	4797	2079	3194	5730
4689	8721	927	3515	3345	2906	5449	8611	2633	5386
228	5152	9172	5907	2996	3863	2267	6421	9309	9006
7299	685	8982	7907	7519	9746	39	5651	6712	8549
1005	5486	3235	9719	7604	6921	5700	9519	1628	240
9391	3089	2140	2568	9632	9419	1213	829	425	3515
7686	26	8613	2942	5776	5301	7483	4223	4183	6589
9748	4244	9297	1475	3020	1801	8206	7772	840	4951
1028	1283	2106	5242	3765	9883	115	5332	5845	6172
4529	7665	1283	3329	795	1801	3571	3747	5550	1731
6353	1902	2296	5443	3218	6708	7142	1117	2001	4415
8293	9341	1382	540	3440	1722	3800	8070	2757	7258
7412	6748	9719	9692	4164	8192	7948	7730	4961	1660
4712	9840	5480	6672	856	4384	127	1789	7867	1463
1639	2487	5090	582	1993	293	6751	2349	9302	7027
1261	8086	155	8655	4706	1461	9492	4601	2144	6863
1278	3031	3048	8618	2226	1524	348	1543	9399	6409
149	7284	7128	4679	5574	2078	3574	4207	3698	8503
5276	6845	3952	8015	5255	4012	17	8407	3182	4255
2921	3706	1336	1897	9054	4764	6381	1871	3773	761
8264	1810	3731	3939	6802	4467	5559	8618	5837	6261
5877	1402	4310	2178	8936	2237	8480	3711	4450	6753
3297	8281	458	5671	5626	603	7981	7029	8338	8404
2377	7336	7247	5275	4158	6288	1625	647	6931	8680
1226	3978	9388	629	5900	2600	9061	1480	9594	2364
9235	5842	8947	429	18	3694	2744	2637	2134	897
9034	7934	2882	2798	1038	3026	1157	9586	3506	7116
4671	9259	3172	8211	6192	8627	6227	951	112	8078
7246	3836	448	1826	3573	4883	2284	488	7282	4834
2738	8434	6675	5347	1414	6111	9949	840	8376	423
3731	6433	6469	1605	547	9874	6780	5831	5072	4452
6865	3345	6907	9898	4928	3324	4542	2630	7163	6330
8361	2135	5550	617	2703	7550	2397	1315	5762	403
8720	709	9648	26	7154	7507	4057	2653	5221	9916
6416	3340	3952	6839	6641	6802	9961	1213	9625	5676
9066	1318	7157	6881	4497	9415	1275	9043	217	6632
492	601	6055	2477	8672	1125	5868	5240	6921	8806
7744	4959	8823	108	8112	9177	5363	2748	715	8903
3006	6499	7407	5320	4705	4831	2443	4643	6320	2235
4737	7261	7904	9767	1929	7227	8033	1757	5614	1544
8198	8765	3898	3288	1528	8142	8845	8569	27	6922
9865	8553	2922	1485	9298	2689	329	3473	4551	9185
483	2378	530	2602	9212	5496	8626	6312	6871	2234
2696	6474	9503	7164	5535	7738	339	61	9691	9063
1867	6573	6344	8022	6758	3587	5229	6796	4493	4861
5769	8812	8391	6202	8872	8871	7728	5235	9079	7123
1168	440	799	1436	6525	6815	1117	9999	3401	9351
3579	6064	458	6493	6054	8495	82	9276	4225	4394
636	7873	9866	1638	5518	3447	7341	7070	5995	9059
8452	6114	8959	3029	308	8937	3253	4328	2406	426
9137	5437	1049	2851	9714	6493	8251	4518	2918	5321
5110	8094	3377	9630	1549	3752	3820	8472	7521	1195
1469	1683	1495	544	8789	9391	3376	2879	6999	5814
1446	9498	6548	74	2822	7648	2367	4765	3621	964
5835	1284	3316	8334	3057	8526	3892	9764	7706	2401
6234	7957	491	8658	5349	865	1151	9802	4316	421
8368	9137	5821	2390	4733	5387	6392	4185	8303	8989
2990	3074	8258	8032	3164	8930	4791	9646	6492	8979
8342	9202	7973	1697	8608	5939	8055	6870	5963	5820
34	5400	2479	8420	2024	6874	7080	4843	5051	3329
5052	8856	748	3973	5620	6891	53	709	9106	5837
659	2593	2885	8694	9076	6370	7339	299	4370	496
4863	5937	5471	4330	6121	92	954	5756	4702	5807
1177	498	8194	2361	7216	9839	6356	7465	2111	2151
7068	8776	4485	3773	7771	3909	6018	1321	8032	3291
1504	9549	6646	9274	3219	4113	529	2814	992	1924
2371	7581	6731	2221	5642	4900	2893	7586	3709	1155
8991	4824	1279	6636	3418	1125	6240	7187	7613	727
1741	6799	5639	3081	2896	9651	9978	6164	5276	1463
328	2568	1159	2812	4694	5312	5152	9858	5155	6564
3627	810	7844	7294	2375	2519	7725	6531	6246	1469
5483	1210	8525	2288	2812	541	974	9871	7891	5559
9628	8648	1157	1604	1027	4466	4904	6934	3899	3857
4094	9315	7421	9427	5110	981	7167	2172	6665	5448
4579	3298	3741	1581	6517	7126	1863	8941	8468	9940
9620	6729	3493	2969	1056	2858	9935	7564	6544	7897
6242	1937	6485	1331	6596	5584	8333	2088	3630	8003
7002	8302	6397	4530	1725	2850	9131	9287	4177	7813
3125	3684	3520	548	8749	9216	9639	4420	4693	9550
6924	7723	3414	9843	9543	6633	8292	5882	3021	7618
3023	9566	6032	3683	2712	178	9675	7210	1738	6296
6232	7972	6548	4911	2597	2991	523	6807	4360	478
4007	8868	619	3281	3697	1146	3964	6926	6274	422
3784	4045	2170	3271	6455	9764	7417	9796	4322	5422
5894	9994	5217	902	4599	6350	854	3473	2905	9088
2726	7930	6188	5445	5243	157	6023	4967	3641	6501
4908	3408	7903	8747	5045	8854	4612	3219	6078	6063
7427	2694	8154	5806	9972	9004	5152	4970	8989	7050
